#ID,P1,P2,Result,Result
2130,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,0016t4U00TTfa00XV4U01daUa16kL6afbp9E9fBP5wU01vbhapEwYnapEzFjt00RKq600NYvt013Mja00Vf8jocYK9T01uo1a3gN87an81idan7XBh9f2VCsgmLlkO7eFTTfa01vcfp01dYGaggKrWp01pO0a3gKrbp01sfsq01gpLE00Xplr01AUg,P1Win,P1Win
2131,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,0010hYLeNtBTt00MEQU01eMragCtCXagCwjTL6uOW09f2A7YgmKXun9eFx3Na2bqd8p01j5Jp01bQbt00MEQ6pR42Hj1saoMp011lBajvyyGajvBfC41siJuamL6OzamL9vvU00UHna163iwa160BA9p084u9pi2vfp00TFBa2bgP9p012ITp00n8q,P1Win,P2Win
2132,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000jTVO00aKhr006IUt009GQj15o0c608VPet00gWlT01xkqLg6NDcU01goDzd8YhIahlAj7ahlD03aaHzQkL6uQykp00g897efdzn9foFS69espclgoVedwajuNRNp00xkMp00uEDajuLbRanPrQfanPpH6a15AU5a15ye6aaHCxgGd0dIu,P1Win,P2Win
2133,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,001dwoT00Wpmingz1yaaPJnhaaPM4dp00RyQamfT7xamfVNtjmL93VN0AfjGgphWtHg011akajvIPUp01ATJa16G5Ta16DoXamLnyCamLkRGp01ASwajvKIFajvMBrp01ezgp01mTKp016fmp01sOF7oMkb67oMmkf7oMoto7oMqCx9p0pla9oVa0W9oVjpIp01AT3GjvvVnr0146Hp01AR9,P1Win,P2Win
2134,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,001eg7U00pNma00tP0a2aBulgmK9vcr00r94a2TyefU01fAsa3gsHLajvLd7p01c7O7p9iAN9p51nna3gwbW9p4SQm9p4KMx9p9zg47p9kda7pdE7n7pdCv2p01AP4T01AOxp01APAa3gQmAa3gNFEp01x5HjmbT1Sa01AOxa01y8B8dWQbq4ozmI79fbpWP7eFzJJT00XWR9mfVcP7m2HXva4llwDr01ARo,P2Win,P1Win
2135,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,001cnpU00HNsjpil44p01cEJp01w1pa3gPyGa3gMRKp01zdH4pmJNvT01AOx9pdxF69pdCeF9p0uDP9p9rcx7oV5mD7p0wMY7p4YemU01dHHa3gxgwa4HBtra4lVw6a01y8B8dFf0PakATQVakAWxROpMWiWa3tfABa5qa1C9f2DlH7eaKRBp01xBTU00jlEa4kFUXa4kDf2go3o9E,P1Win,P2Win
2136,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,001bPz9p4I6EajAeXwT01AOxa4lSQoa5r1HXp01APGp01AP7U01nUIapNpLyapNn5Ca3pscQ8lG8mL9eBkp47efiFQp01x5NjmbT1Y8e6EFj9p57OG4odj7bakAMkU9p9e1Sa5qADwp01cV1O05D0S9p52rX9p4TUW7pdJKN7pdKyY7pdMYw7pdPp4T01cVka6vKEfa6vHXj9mbFAs,P1Win,P2Win
2137,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,001cnnr01nUEp019Wcp00SPLp01zeFa6w6SWa6w4brp01AOxT01AOQa6w4d1p01xmxa6w6RJp01A2g8e6EVHad1yq6ajvJ3Ya6vM0dp01cV19p4Jry9p57OH9p9e1W9p52bz9p4XWQ1kObRA1kNRwf7p57OH7p4Ntm7p4L3P7p4WluT01hv1j01mk7a6vM0da6vJjh9moXotU01hJBa3gyBua3gvUyajvSIcad10PL4prcvhak5VjD,P2Win,P1Win
2138,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,001cUit01e0Pp01nGta3gHva9p4KfQ9p4MVI9p4V0L4oVm1Tp01AOxajvHXs9p4XGH9p586ejmL8YEajvKEoU01q4PalG71S9fxCHg7eaXLz7eaVSJp01pO2anQs7OanQpqST01xRSa7B81fp01wNT7oQIQ17oQLgy7oQNG67oQI2Pp013Nra7B8Oqa7BaHba7Bbvmr00S2x1ngNsh1ngPBq7kapDX7k62vS,P1Win,P2Win
2139,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,001dImaggtNtp01yG0p01xBTa5r06va4lReVp01whwjpmJNpU00B8DU01dI14n8g5La5pWXp7jqHHYa2Tvxj9p0mQea2bpoW7p0wwut01cV27oV9Vc7oVc5l9ffJRc8efvzJr01fAsa5qXJpa5N39yT01zdcU00ReEa4lgWA9p0CXW7p52IoOpIDt2a3g9609iyR7D7eFvrr7je4nkancifc,P1Win,P2Win
2140,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,001bzgjmL8YB4pimFtt016K3t01eNQ7k5WFD7k60mz7oQF5l7oQHeu7oQIPQ7oQL00p01wwYT01uEVU01mzJa6vVFlamLiE5amLll1a5qTcdp01rrNa5qQvha6vXy5a6w0qPp016ugajvGCua3gG8v9f2GPO7efeDWajvJjqp01zdbr01pzLr01m6v9p9wiO9p52bE9p4VNM9p4QqU9p9aNl,P1Win,P2Win
2141,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,001ds1j122Kkt018Tft01gGEU01r9n9fC58y9eOAAI7eBnmoalFSA8alFVh4r01dLwp01zJXamLndzamLkwDa6w1L1p01wNQa6w3884nlt3J9p0q4V9oV7vL9p52YS9pdVA17oQGqma2bCPC7oV8QJ7oVbxF1kAT4P1kAP2VgnyFJha6w4rWp01uoTa6w1L1T01xRR,P1Win,P2Win
2142,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000gHfo01rLSp004iCojuAr860zoEIU004kqa3fjPNU00hLgOpUGPfp01ATHamLkREamLnyAp01ASoa3flIya3fnBja3fxhDa1EEzP9o3aui9hGsn79oguaa9nPlb19ogETQ7ogmE47ogp4A7oGRW37oLk6RdjuAsoamog9ep00t4pamodsi9kVVkR,P2Win,P1Win
2143,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000fF7ink61jp00lPijn77x6jphhlza15C34a15EJ0p00x9mp00rIXp00yJOaphAa7aphxtbp01s0bamJU3Vp00iAAamKbHTamK9P9amK7Wop01iBS400zh3p00ks79oy2Cvg00iTA9oylaJ7nBThB7nBWvkzdhKpszdMIp47oGQ7oOpM7QBT00ABr8nCbr8amKjuOamJRmQ,P2Win,P1Win
2144,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000fF7imaB6ejn77x6jphhlza15C34a15EJ0q00gHKp00x9mN095fkw04FLhGjuCQFp005qQt00fF7p00rISp00Al4p00ytjaoUxmeaoUuFiakzWRnO00iTAp01qocp00VPtakzYK8U00I9Jp00p3SakA1CS9kn8iA9kAgXer00QLap00bzm,P1Win,P2Win
2145,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000j8VimFs5K608Y2mld90ELlfAMYOp00Guhp00t5cj0zxOhp00jElajuLKpajuTOda00uqDa00x7GaoHgRcNpUVz2p01rdxp00Qq1aoHebgp01bkvp00wyzr005FOG9JRjBSoc4Dur00EDWr017kx,P2Win,P1Win
2146,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000iRcinOVJ6jnPaHKGjuB1ep00Bp6NpLYu660mbsat00jq27kr4xN7kmG9k7kiiJQ7kdUln7kilqM7kmLwdp00ruya4kPFGajuUDdajuRWfU00ysBa3fJW5a3fMD08l1xJJp00E5i7pq51U7pq93O7nKIxL7nKLv67nKOsqgn2TRwp00I6f,P1Win,P2Win
2147,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000i41inOVcijl1lEs60ma7fl9JTKUlby3nYld0ahPSoc3icajuRWhGkzIkTajuPgia0IvYXa0IyFWp00tBEp00fC6t00gYtr00AOer00Aypp00fURp00Az9p00yHcp00owG8aOU8J,P1Win,P2Win
2148,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000iAqt00fnyjmK5MWajzjOXajzh92p00q8za15AVza15yfAp00xmIp00AzJp00DMBp00mEbNpQrs760qAsBleAbA2lbUb1Er00jUESmnYeEjoUcUv,P2Win,P1Win
2149,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000kvf6008qft00bDUimse50lfJBeGlch8JPl8S4cfjnKKXHa1iPOja1iN8l4nC8fvT00lhDamKjM4amKh66akikC7akihVbp00jFUam25yF8nC0pCLlJcvkp01APgp00Tn6p013Psp01rYXp01iBep01AROr00JIa8nBXNg,P1Win,P2Win
2150,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,001dwsinCAJLajvNG7ajvLNjajvJUyp01ej6p01nryGgggpWajw6pcp01AS0a1Bwj0p01ASAp01ATPa1BtC4anQrVbanQpffjmCkz77oHUqE7oHXEn7oI1S6OpEeNlg0n6Uzg017SLg01azHg01dgDg01fWzg01iDv9oV18y9oI42fajviNcp00Ppjajvlu8,P2Win,P1Win
2151,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,001ilbimbEjkp01iCtjkAXqcjmL9jgg1aIv7g1aMx1g1aQyUg1jnA7g1jsGqajvNojajvPh4ajvR9Pp01jEqp01rYSp01bkua2bKr9a2bHKdaoVxSLaoVvcPO0n6Tmp01ARoGjvBP6q01yJs9pvh9o9pvxh7p01zwVp01w4v80nAt7p01ogUr017Snr01APr,P1Win,P2Win
2152,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000e1Fp00LPmo00Ke0r00efeaiUqkXo00wBEp014Erzd05u1zd07mLzd09fwzd0b8hzd4BKtT01wwiafbGCeafbJjazcHtx7zcQgWtzd0axXzd0bCxzd0cH7r00BFpanPx03p00BG0r00BWYp009crr009ax808RSezd07P8zd08THzd09Yhzd0b3Qzd0c8q,P2Win,P1Win
2153,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000pj7o1rPkOp00L34ophNwWaoURgYp007kjzcUNdVp008mizcUFF6zcUGJEzcUHOezcUISNzcUJXnp00aKdp00mAoalF5pBzd4CMkzcUPn0zd4EVsalF86x60ma7yp01609U00Rdea2b6Apa2b3TtO0ma7yzd0aMop00yXYp00yYu,P1Win,P2Win
2154,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000e2ri10JLlin6ShQX00b4Qj0Imjep00j7qY008EFp004Rxp00AACanPsq9anPv75G004kdp00xUKa00Bpja00yInad05s8ajuThiajuLdup00JXU8091YRr00dvwa3fGIRzd0aLazcLX4Czd0bPJzcLY9czd0cUjzcM0dLzd0dYS,P1Win,P2Win
2155,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,000i3wt00hMYjmST1kajuNTPajuQAMa00sx3a00ve2zd05rhX005H7Y005Hdp005Hmzd06fszd073Dzd07QOzd08F0zd09tbzcURMH6008nvp00tRxp00xSHGd086Vp00krxp01ARJq00BTRp00bzI,P1Win,P2Win
2156,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00hfdaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01xkra3gQlsajw0r29eT2KH9fTIbT7eFOwnL4V7rJakA42ba0IxQog01tiw60hLHca0IAxUr00tlwp00qBhp00SOAp01ASH,101ijEinckaop01hdXp01AQ2amLnuUj0iYjza4lQIxU004jSr01dJNa2aeV1a2ah5aajECUoamLkNY808VyJO01bA0a4lO2wp01w1IajEBj2ajEzqh,P1Win,P2Win
